Asset_ID,Item_Name,Vendor_Name,Purchase_Date,Serial_Number,Assigned_User,Cost,Status,Category,Location,Brand,Model,Site,Department
AT-00498,Heater For Hand Molding Machine,Shri Narayan Machinery LLP,2022-01-31,nan,Sunil Kumar,"6,500.00",Checked out,Heater,4th Floor,nan,nan,J-18 Sec 63,Plastic Metal Unit
AT-00499,Base Buffer Plate Die,My Technology,2022-01-31,nan,Sunil Kumar,"1,200.00",Checked out,Mould,4th Floor,nan,nan,J-18 Sec 63,Plastic Metal Unit
AT-00374,"Electric Oven 18""x21""x1",Dee Kay Electricals,2024-07-12,nan,Sunil Kumar,"33,000.00",Checked out,Oven,4th Floor,nan,nan,J-18 Sec 63,Plastic Metal Unit
AT-00641,Die Glass Door Hinge LG+RH,Noida Machine Tools,2025-03-28,nan,Sunil Kumar,"34,000.00",Checked out,Mould,4th Floor,nan,nan,J-18 Sec-63,Plastic Metal Unit
AT-00604,Plastic Hooks Die,M.A. Engineering Works,2024-09-23,nan,Sunil Kumar,"17,500.00",Checked out,Mould,4th Floor,nan,nan,J-18 Sec-63,Plastic Metal Unit
AT-00612,Hnadmold Leveller 2 Cav Mold,Precision Technologies,2024-11-22,nan,Sunil Kumar,"25,000.00",Checked out,Mould,4th Floor,nan,nan,J-18 Sec-63,Plastic Metal Unit
AT-00613,Hnadmold Insert Part 1 Cav Mold,Precision Technologies,2024-11-22,nan,Sunil Kumar,"25,000.00",Checked out,Mould,4th Floor,nan,nan,J-18 Sec-63,Plastic Metal Unit
AT-00420,Die Inclined Leg,Precision Technologies,2022-07-14,nan,Pradeep Sharma,"165,000.00",Checked out,Mould,4th Floor,nan,nan,J-18 Sec 63,Plastic Metal Unit
AT-00421,Die Straight leg,My Technology,2022-08-01,nan,Pradeep Sharma,"75,000.00",Checked out,Mould,4th Floor,nan,nan,J-18 Sec 63,Plastic Metal Unit
AT-00451,Shearing Machine( MS Sheet Cutting),Rajesh Machines (India) LLP,2022-01-03,nan,Vijay,"629,000.00",Checked out,Cutting Machine,Basement,Rajesh,RP-Cut-VR-2504,A-108,Metal Unit
AT-00452,Sheet Bending Machine,Rajesh Machines (India) LLP,2022-01-03,nan,Vijay,"640,001.00",Checked out,Bending Machine,Basement,Rajesh,RP-Bend-VR-2500mm,A-108,Metal Unit
AT-00453,Pipe Bending Machine,S.N. Enterprises,2021-09-16,nan,Vijay,"725,000.00",Checked out,Bending Machine,Basement,SNE,nan,A-108,Metal Unit
AT-00454,Sander(Grinding) Machine,Raj Laxmi,2021-12-24,nan,Vijay,"20,825.00",Checked out,Metal Grinding Machine,Basement,Raj Laxmi,nan,A-108,Metal Unit
AT-00455,Spot Welding Machine,Raj Laxmi,2021-12-24,nan,Vijay,"43,325.00",Checked out,Welding Machine,Basement,Raj Laxmi,nan,A-108,Metal Unit
AT-00456,Pipe Cutting Machine,S.N. Enterprises,2021-09-16,nan,Vijay,"480,000.00",Checked out,Cutting Machine,Basement,SNE,nan,A-108,Metal Unit
AT-00457,Mig Welding Machine,Lincoln Electric Company(india) Pvt Ltd,2018-08-09,nan,Vijay,"52,000.00",Checked out,Welding Machine,Basement,Linconlon,nan,A-108,Metal Unit
AT-00458,Drilling Machine,Indian Engg. Corporataion,2021-09-23,nan,Vijay,"20,000.00",Checked out,Drilling Machine,Basement,Itco,nan,A-108,Metal Unit
AT-00459,Drilling Cum Tapping Machine,Indian Engg. Corporataion,2021-09-23,nan,Vijay,"55,000.00",Checked out,Drilling Machine,Basement,Itco,nan,A-108,Metal Unit
AT-00460,Punching Power Press 30 Tonne,Rajesh Machines (India) LLP,2022-01-03,nan,Vijay,"185,000.00",Checked out,Power Press,Basement,Rajesh Machines,RCP-30,A-108,Metal Unit
AT-00461,Punching Power Press 10 Tonne,Rajesh Machines (India) LLP,2022-01-03,nan,Vijay,"85,000.00",Checked out,Power Press,Basement,Rajesh,RCP-10,A-108,Metal Unit
AT-00462,Hand Drill 4mm,Shri Narayan Machinery LLP,2017-07-01,nan,Vijay,"4,500.00",Checked out,Drill Machine,Basement,Bosch,ABCD,A-108,Metal Unit
AT-00463,Wall Fan,Krishna Electrical & Hardware,2017-07-01,nan,Vijay,"2,000.00",Checked out,Fan,Basement,Crompton,nan,A-108,Metal Unit
AT-00464,"Ceiling Fan 48""",Yashika Enterprises,2017-07-01,000123456,Vijay,"1,200.00",Checked out,Electronic,Basement,Super Fan,Super E1,A-108,Metal Unit
AT-00465,Air Cooler,Yash Packers,2021-07-01,nan,Vijay,"4,800.00",Checked out,Electronic,Basement,Gold Star,nan,A-108,Metal Unit
AT-00466,"Hand Grinder 5""",Shri Narayan Machinery LLP,2017-07-01,nan,Vijay,"4,500.00",Checked out,Drill Machine,Basement,Bosch,ABCD,A-108,Metal Unit
AT-00494,Air Cooler,Yash Packers,2021-07-01,nan,Vijay,"3,500.00",Checked out,Electronic,Basement,Gold Star,nan,A-108,Metal Unit
AT-00615,Vernier Caliper 300mm,Gupta Hardware And Electricals,2024-12-19,nan,Vijay,"4,350.00",Checked out,Vernier Caliper,Basement,Insize,1112-300,A-108,Design
AT-00624,Cutting & Punching Die For ST-CBN Support Patti,M.A. Engineering Works,2025-01-28,nan,Vijay,"28,000.00",Checked out,Mould,Basement,nan,nan,A-108,Metal Unit
AT-00627,Bosch Pencil Grinder,Gupta Hardware And Electricals,2025-02-10,6082942Y94,Vijay,"6,300.00",Checked out,Electronic,Basement,Bosch,GGS-3000L,A-108,Metal Unit
AT-00631,Bosch Nut Revert Machine,Gupta Hardware And Electricals,2025-03-20,nan,Vijay,"3,750.00",Checked out,Electronic,Basement,Bosch,nan,A-108,Metal Unit
AT-00632,Bosch Drill Machine,Gupta Hardware And Electricals,2025-03-20,nan,Vijay,"2,300.00",Checked out,Electronic,Basement,Bosch,nan,A-108,Metal Unit
AT-00375,Straight Line Glass Round Edging Machine,S. K. Glass Machines (India) Pvt. Ltd.,2023-04-28,nan,Vijay,"535,000.00",Checked out,Glass Machine,Ground Floor Back Side Gallary,SK Glass,SKR-121,A-108,Metal Unit
AT-00386,Oval Shape Hanger Plate HPL-7 Die,M.A. Engineering Works,2024-08-22,nan,Vijay,"31,000.00",Checked out,Mould,Basement,nan,nan,A-108,Metal Unit
AT-00383,KPN V-Bending Die,M.A. Engineering Works,2024-07-03,nan,Vijay,"36,000.00",Checked out,Mould,Basement,nan,nan,A-108,Metal Unit
AT-00399,"Hand Grinder 4""",Gupta Hardware And Electricals,2024-09-27,132620148,Vijay,"2,350.00",Checked out,Grinder Machine,Basement,Dewalt,DW 810 IN,A-108,Metal Unit
AT-00400,"Hand Grinder 4""",Gupta Hardware And Electricals,2024-09-27,132620147,Vijay,"2,350.00",Checked out,Grinder Machine,Basement,Dewalt,DW 810 IN,A-108,Metal Unit
AT-00601,Electronic Weighing Scale Machine,Alfa Scale,2024-09-24,nan,Vijay,"12,500.00",Checked out,Weighing Machine,Basement,Bajaj Plus,nan,A-108,Metal Unit
AT-00603,35x15mm Cutting & Punching Die,M.A. Engineering Works,2024-09-23,nan,Vijay,"28,000.00",Checked out,Mould,Basement,nan,nan,A-108,Metal Unit
AT-00396,Pipe  Flattening Die,M.A. Engineering Works,2024-09-02,nan,Vijay,"14,000.00",Checked out,Mould,Basement,nan,nan,A-108,Metal Unit
AT-00394,iBELL Mig Digital Welding Machine,Amazone India,2024-09-13,0723-0116,Vijay,"18,772.00",Checked out,Welding Machine,Basement,iBELL,IBL MIG 220-81,A-108,Metal Unit
AT-00634,Tappering Machine With 2 Die Set,S.N. Enterprises,2025-03-05,nan,Vijay,"911,000.00",Checked out,Tappring Machine,Basement,SNE,SNE-50-400,A-108,Metal Unit
AT-00635,Roller Pipe Bending Machine WIth 2 Die Set,S.N. Enterprises,2025-03-05,nan,Vijay,"299,000.00",Checked out,Bending Machine,Basement,SNE,SNE-38-3R-HYD,A-108,Metal Unit
AT-00636,Mould For Glass Hinge Pin Two Cavity,M.A. Engineering Works,2025-03-03,nan,Vijay,"26,500.00",Checked out,Mould,Basement,nan,nan,A-108,Metal Unit
AT-00671,Telephone Receiver,Reliable Comnet Pvt Ltd,2025-03-29,nan,Aditi Tyagi,783.00,Checked out,Telephone Receiver,1st Floor,Beetal,M500,A-108,Spare
AT-00672,Telephone Receiver,Reliable Comnet Pvt Ltd,2025-03-29,nan,Aditi Tyagi,783.00,Checked out,Telephone Receiver,1st Floor,Beetal,M500,A-108,Spare
AT-00673,Telephone Receiver,Reliable Comnet Pvt Ltd,2025-03-29,nan,Aditi Tyagi,783.00,Checked out,Telephone Receiver,1st Floor,Beetal,M500,A-108,Spare
AT-00359,Air Cooler kapsun 120 Ltrs.,Reliable Safe Works,2024-05-29,nan,Shivam Thripathi,"16,780.00",Checked out,Air Cooler,2nd Floor,Mast,nan,J-18,FG Warehouse
AT-00360,Air Cooler GI Metal,Noida Steel,2024-02-29,nan,Sujeet Kumar,"3,800.00",Checked out,Air Cooler,Security Room,nan,nan,J-18,Guard Room
AT-00361,Air Cooler GI Metal,Noida Steel,2024-05-29,nan,Pradeep Kumar,"3,800.00",Checked out,Air Cooler,Security Room,nan,nan,A-108,Guard Room
AT-00362,Fully Automatic Strapping Machine,RSL Packaging Solution,2024-05-27,nan,Sanjay/Vinod,"180,000.00",Checked out,Straping Machine,3rd floor,Transpack,TP-6000,J-18,Assembly
AT-00372,Electric Polisher 180mm,Gupta Hardware and Electricals,2024-06-20,nan,Sanjay/Vinod,"2,400.00",Checked out,Buffing Machine,3rd floor,nan,nan,J-18,Assembly
AT-00363,Air Cooler GI Metal,Noida Steel,2024-05-29,nan,Sonu Kumar,"3,800.00",Checked out,Air Cooler,2nd Floor,nan,nan,J-18,HR
AT-00364,Glass Door Lock,Amazon,2024-06-03,nan,Rishabh,952.00,Checked out,Door Lock,4th floor,YOPRAM,HSN:3925,J-18,RM Warehouse
AT-00387,Redmi 13C Stardust black 6/128 GB storage,Amazone Online Sale,2024-08-28,867443071526002,Pawan,"8,499.00",Checked out,Mobile Phone & adapter,Office,Xiaomi,Redmi 13 C,A-108,CCT
AT-00610,Desktop Computer System,It Computer Care,2024-08-31,nan,Pawan,"21,567.00",Checked out,Electronic,A-108,Dell,i5 8th Gen.,A-108,CCE
AT-00389,H111 Logitech Headphones,It Computer Care,2024-09-04,nan,Suraj,750.00,Checked out,Electronic,Office,Logitech,nan,A-108,CCE
AT-00390,H111 Logitech Headphones,It Computer Care,2024-09-04,nan,Mukesh Jha,750.00,Checked out,Electronic,Office,Logitech,nan,A-108,Sales & Support
AT-00391,H111 Logitech Headphones,It Computer Care,2024-09-04,nan,Rachit Gupta,750.00,Checked out,Electronic,Office,Logitech,nan,A-108,Jr. Data Analyst
AT-00392,H111 Logitech Headphones,It Computer Care,2024-09-04,nan,Sanjay Kumar,"7,500.00",Checked out,Electronic,J-18 sec-63,Logitech,nan,J-18 Sec-63,Assembly
AT-00608,H111 Logitech Headphones,It Computer Care,2024-11-25,nan,Prabhakar,750.00,Checked out,Electronic,A-108,Logitech,nan,A-108,CCE
AT-00609,Desktop Computer System,It Computer Care,2024-08-31,nan,Payal Sinha,"21,567.00",Checked out,Electronic,A-108,Dell,i5 8th Gen.,A-108,CCE
AT-00611,H111 Logitech Headphones,It Computer Care,2024-11-25,nan,Amit,750.00,Checked out,Electronic,A-108,Logitech,nan,A-108,CCE
AT-00616,Heat Blower (Room Heater),Krishna Electricals & Hardware 2023-24,2024-12-27,nan,Ankit Kumar,885.00,Checked out,Electronic,Gaurd Room-I,Osham,KAYCEE,J-18,Security
AT-00618,Siren Bell 1Km,Krishna Electricals & Hardware 2023-24,2024-12-18,nan,Ankit Kumar,"1,750.00",Checked out,Electronic,Gaurd Room-I,nan,nan,J-18,Security
AT-00617,Venti (exhaust fan),Krishna Electrical & Hardware,2024-12-27,nan,Meter Room,"1,550.00",Checked out,Electronic,Meter Room,Standard,nan,A-108,Fabrication
AT-00620,"Moniter 24""",It Computer Care,2024-10-17,9H.LLSLB.QBN,Sushil Kumar,"7,542.00",Checked out,Electronic,Ground Floor,Benq,Gw2490,J-18,Fabrication
AT-00621,"Moniter 27""",It Computer Care,2024-10-17,9H.LLTLB.QBN,Govind Kumar,"9,576.00",Checked out,Electronic,1st Floor,Benq,Gw2790,A-108,Office
AT-00626,Vernier Caliper 150mm,Gupta Hardware And Electricals,2025-01-14,nan,Pradeep/Rishav,"1,580.00",Checked out,Electronic,4th Floor,Insize,1112-150,"J-18, Sec-63",RM Warehouse
AT-00628,Digital Micro Metre,Gupta Hardware And Electricals,2025-02-10,nan,Pradeep/Rishav,"3,300.00",Checked out,Electronic,4th Floor,Insize,nan,"J-18, Sec-63",RM Warehouse
AT-00633,Vernier Caliper 150mm,Gupta Hardware And Electricals,2025-03-04,nan,Kunal Kapoor,"1,620.00",Checked out,Electronic,Office,Insize,1112-150,A-108,Design
AT-00644,"HP Display 24""",It Computer Care,2025-03-31,123456,Shruti Chawla,"9,661.00",Checked out,Electronic,Office,HP,S5 524SH,A-108,Accounts
AT-00645,Refurbished HP CPU,It Computer Care,2025-03-31,123456,Shruti Chawla,"16,200.00",Checked out,Electronic,Office,HP,8th Gen. I5,A-108,Accounts
AT-00653,Xtreme Evaporative Air Cooler M3 Series,Xtreme Coolers Pvt. Ltd.,2024-06-05,123457,Risab,"59,000.00",Checked out,Electronic,4th Floor,Xtream,M3,J-18 Sec-63,RM Warehouse
AT-00668,Telephone Receiver,Reliable Comnet Pvt Ltd,2025-03-29,201043E080024608,Ankit Pal,"3,500.00",Checked out,Telephone Receiver,Ground Floor,Yealink,SIP-T31P,J-18 Sec-63,J-18 Guard Room
AT-00670,Telephone Receiver,Reliable Comnet Pvt Ltd,2025-03-29,201043E080027083,Anshul Ghandhi,"3,500.00",Checked out,Telephone Receiver,1st Floor,Yealink,M500,A-108,Design
